,batsman,opponent_team,total_runs,total_balls_faced,strike_rate,dismissals
2226,MA Agarwal,Gujarat Titans,21,26,0.0,2
2227,MA Agarwal,Kings XI Punjab,136,117,1.0,6
2228,MA Agarwal,Kochi Tuskers Kerala,33,27,1.0,1
2229,MA Agarwal,Kolkata Knight Riders,340,285,1.0,15
2230,MA Agarwal,Lucknow Super Giants,33,24,1.0,2
2231,MA Agarwal,Mumbai Indians,443,312,1.0,17
2232,MA Agarwal,Pune Warriors,9,11,0.0,1
2233,MA Agarwal,Punjab Kings,21,20,1.0,1
2234,MA Agarwal,Rajasthan Royals,393,264,1.0,13
2235,MA Agarwal,Royal Challengers Bangalore,310,256,1.0,12
2236,MA Agarwal,Sunrisers Hyderabad,221,185,1.0,13
2237,MA Khote,Chennai Super Kings,9,5,1.0,1
2238,MA Khote,Deccan Chargers,7,10,0.0,0
2239,MA Khote,Kings XI Punjab,8,7,1.0,1
2240,MA Starc,Chennai Super Kings,13,19,0.0,2
2241,MA Starc,Delhi Capitals,1,1,1.0,0
2242,MA Starc,Gujarat Titans,2,2,1.0,0
2243,MA Starc,Kings XI Punjab,37,40,0.0,2
2244,MA Starc,Kolkata Knight Riders,12,8,1.0,0
2245,MA Starc,Lucknow Super Giants,2,5,0.0,1
2246,MA Starc,Mumbai Indians,8,10,0.0,2
2247,MA Starc,Rajasthan Royals,18,16,1.0,1
2248,MA Starc,Sunrisers Hyderabad,17,17,1.0,1
2249,MA Wood,Chennai Super Kings,10,3,3.0,0
2250,MA Wood,Mumbai Indians,1,5,0.0,1
2251,MA Wood,Royal Challengers Bangalore,1,2,0.0,1
2252,Mandeep Singh,Chennai Super Kings,203,187,1.0,10
2253,Mandeep Singh,Deccan Chargers,110,78,1.0,3
2254,Mandeep Singh,Delhi Capitals,71,60,1.0,2
2255,Mandeep Singh,Delhi Daredevils,98,74,1.0,6
2256,Mandeep Singh,Gujarat Lions,8,14,0.0,1
2257,Mandeep Singh,Gujarat Titans,18,17,1.0,1
2258,Mandeep Singh,Kings XI Punjab,120,115,1.0,5
2259,Mandeep Singh,Kochi Tuskers Kerala,15,11,1.0,0
2260,Mandeep Singh,Kolkata Knight Riders,394,288,1.0,12
2261,Mandeep Singh,Mumbai Indians,133,115,1.0,11
2262,Mandeep Singh,Pune Warriors,148,130,1.0,4
2263,Mandeep Singh,Punjab Kings,2,4,0.0,1
2264,Mandeep Singh,Rajasthan Royals,179,133,1.0,8
2265,Mandeep Singh,Rising Pune Supergiant,0,3,0.0,1
2266,Mandeep Singh,Royal Challengers Bangalore,122,97,1.0,5
2267,Mandeep Singh,Sunrisers Hyderabad,85,92,0.0,10
2268,Mashrafe Mortaza,Deccan Chargers,2,2,1.0,0
2269,Mayank Dagar,Lucknow Super Giants,0,1,0.0,0
2270,MC Henriques,Chennai Super Kings,34,16,2.0,1
2271,MC Henriques,Deccan Chargers,17,13,1.0,2
2272,MC Henriques,Delhi Daredevils,187,142,1.0,4
2273,MC Henriques,Gujarat Lions,81,65,1.0,3
2274,MC Henriques,Kings XI Punjab,95,91,1.0,4
2275,MC Henriques,Kolkata Knight Riders,122,103,1.0,7
2276,MC Henriques,Mumbai Indians,76,79,0.0,3
2277,MC Henriques,Pune Warriors,27,13,2.0,0
2278,MC Henriques,Rajasthan Royals,51,53,0.0,3
2279,MC Henriques,Rising Pune Supergiant,59,35,1.0,1
2280,MC Henriques,Rising Pune Supergiants,11,12,0.0,2
2281,MC Henriques,Royal Challengers Bangalore,175,113,1.0,4
2282,MC Henriques,Sunrisers Hyderabad,65,66,0.0,2
2283,MC Juneja,Chennai Super Kings,2,3,0.0,1
2284,MC Juneja,Kings XI Punjab,14,20,0.0,1
2285,MC Juneja,Kolkata Knight Riders,8,9,0.0,1
2286,MC Juneja,Mumbai Indians,49,42,1.0,1
2287,MC Juneja,Rajasthan Royals,20,20,1.0,1
2288,MC Juneja,Royal Challengers Bangalore,17,18,0.0,1
2289,MC Juneja,Sunrisers Hyderabad,15,22,0.0,1
2290,MD Mishra,Chennai Super Kings,34,42,0.0,4
2291,MD Mishra,Delhi Daredevils,33,34,0.0,3
2292,MD Mishra,Kings XI Punjab,20,23,0.0,1
2293,MD Mishra,Kochi Tuskers Kerala,37,21,1.0,0
2294,MD Mishra,Kolkata Knight Riders,29,16,1.0,1
2295,MD Mishra,Mumbai Indians,30,30,1.0,3
2296,MD Mishra,Royal Challengers Bangalore,54,47,1.0,3
2297,MD Shanaka,Chennai Super Kings,17,16,1.0,1
2298,MD Shanaka,Royal Challengers Bangalore,0,3,0.0,1
2299,MD Shanaka,Sunrisers Hyderabad,9,7,1.0,0
2300,MDKJ Perera,Delhi Daredevils,14,12,1.0,1
2301,MDKJ Perera,Pune Warriors,0,1,0.0,1
2302,MEK Hussey,Chennai Super Kings,40,40,1.0,2
2303,MEK Hussey,Deccan Chargers,54,52,1.0,2
2304,MEK Hussey,Delhi Daredevils,235,208,1.0,6
2305,MEK Hussey,Kings XI Punjab,251,167,1.0,4
2306,MEK Hussey,Kochi Tuskers Kerala,40,47,0.0,2
2307,MEK Hussey,Kolkata Knight Riders,281,254,1.0,7
2308,MEK Hussey,Mumbai Indians,258,231,1.0,8
2309,MEK Hussey,Pune Warriors,75,77,0.0,3
2310,MEK Hussey,Rajasthan Royals,350,267,1.0,5
2311,MEK Hussey,Royal Challengers Bangalore,281,233,1.0,8
2312,MEK Hussey,Sunrisers Hyderabad,112,72,1.0,2
2313,MF Maharoof,Deccan Chargers,19,11,1.0,1
2314,MF Maharoof,Kings XI Punjab,22,24,0.0,4
2315,MF Maharoof,Kolkata Knight Riders,12,15,0.0,2
2316,MF Maharoof,Mumbai Indians,48,31,1.0,1
2317,MF Maharoof,Rajasthan Royals,45,22,2.0,2
2318,MF Maharoof,Royal Challengers Bangalore,31,21,1.0,0
2319,MG Bracewell,Gujarat Titans,26,17,1.0,1
2320,MG Bracewell,Kolkata Knight Riders,19,18,1.0,1
2321,MG Bracewell,Rajasthan Royals,9,9,1.0,0
2322,MG Bracewell,Sunrisers Hyderabad,4,5,0.0,0
2323,MG Johnson,Chennai Super Kings,20,18,1.0,3
2324,MG Johnson,Delhi Daredevils,23,21,1.0,1
2325,MG Johnson,Kolkata Knight Riders,35,33,1.0,3
2326,MG Johnson,Mumbai Indians,12,14,0.0,1
2327,MG Johnson,Rajasthan Royals,26,28,0.0,3
2328,MG Johnson,Rising Pune Supergiant,13,14,0.0,0
2329,MG Johnson,Royal Challengers Bangalore,26,22,1.0,1
2330,MG Johnson,Sunrisers Hyderabad,12,18,0.0,1
2331,Misbah-ul-Haq,Chennai Super Kings,4,6,0.0,1
2332,Misbah-ul-Haq,Deccan Chargers,37,33,1.0,2
2333,Misbah-ul-Haq,Delhi Daredevils,47,25,1.0,0
2334,Misbah-ul-Haq,Kings XI Punjab,29,16,1.0,2
2335,Misbah-ul-Haq,Mumbai Indians,0,1,0.0,1
2336,Misbah-ul-Haq,Rajasthan Royals,0,1,0.0,1
2337,MJ Clarke,Deccan Chargers,41,31,1.0,1
2338,MJ Clarke,Kolkata Knight Riders,14,22,0.0,2
2339,MJ Clarke,Mumbai Indians,14,15,0.0,1
2340,MJ Clarke,Rajasthan Royals,16,18,0.0,1
2341,MJ Clarke,Royal Challengers Bangalore,13,10,1.0,1
2342,MJ Guptill,Delhi Capitals,36,19,1.0,1
2343,MJ Guptill,Delhi Daredevils,98,69,1.0,1
2344,MJ Guptill,Gujarat Lions,9,14,0.0,2
2345,MJ Guptill,Kolkata Knight Riders,12,16,0.0,1
2346,MJ Guptill,Mumbai Indians,52,30,1.0,2
2347,MJ Guptill,Rising Pune Supergiant,0,1,0.0,1
2348,MJ Guptill,Royal Challengers Bangalore,39,33,1.0,2
2349,MJ Guptill,Sunrisers Hyderabad,25,15,1.0,2
2350,MJ Lumb,Chennai Super Kings,67,43,1.0,2
2351,MJ Lumb,Deccan Chargers,60,43,1.0,1
2352,MJ Lumb,Delhi Daredevils,0,2,0.0,1
2353,MJ Lumb,Kings XI Punjab,124,75,1.0,2
2354,MJ Lumb,Kolkata Knight Riders,0,1,0.0,1
2355,MJ Lumb,Mumbai Indians,8,8,1.0,2
2356,MJ Lumb,Royal Challengers Bangalore,19,26,0.0,1
2357,MJ McClenaghan,Chennai Super Kings,0,2,0.0,0
2358,MJ McClenaghan,Delhi Capitals,10,8,1.0,1
2359,MJ McClenaghan,Delhi Daredevils,1,2,0.0,1
2360,MJ McClenaghan,Gujarat Lions,1,1,1.0,1
2361,MJ McClenaghan,Kings XI Punjab,15,14,1.0,1
2362,MJ McClenaghan,Kolkata Knight Riders,20,8,2.0,1
2363,MJ McClenaghan,Rajasthan Royals,0,1,0.0,1
2364,MJ McClenaghan,Rising Pune Supergiant,12,12,1.0,1
2365,MJ McClenaghan,Rising Pune Supergiants,2,2,1.0,0
2366,MJ McClenaghan,Royal Challengers Bangalore,13,10,1.0,2
2367,MJ McClenaghan,Sunrisers Hyderabad,11,13,0.0,2
2368,MJ Santner,Chennai Super Kings,11,14,0.0,1
2369,MJ Santner,Gujarat Titans,20,15,1.0,1
2370,MJ Santner,Lucknow Super Giants,3,3,1.0,0
2371,MJ Santner,Mumbai Indians,33,32,1.0,2
2372,MJ Santner,Punjab Kings,20,27,0.0,2
2373,MJ Santner,Rajasthan Royals,11,6,1.0,0
2374,MJ Santner,Royal Challengers Bengaluru,11,9,1.0,2
2375,MJ Santner,Sunrisers Hyderabad,0,1,0.0,0
2376,MJ Suthar,Royal Challengers Bengaluru,1,2,0.0,1
2377,MK Lomror,Chennai Super Kings,42,35,1.0,2
2378,MK Lomror,Delhi Capitals,121,89,1.0,5
2379,MK Lomror,Gujarat Titans,17,13,1.0,2
2380,MK Lomror,Kings XI Punjab,9,9,1.0,0
2381,MK Lomror,Kolkata Knight Riders,38,21,1.0,2
2382,MK Lomror,Lucknow Super Giants,50,26,1.0,3
2383,MK Lomror,Mumbai Indians,12,17,0.0,3
2384,MK Lomror,Punjab Kings,73,40,1.0,3
2385,MK Lomror,Rajasthan Royals,49,35,1.0,4
2386,MK Lomror,Royal Challengers Bangalore,50,44,1.0,2
2387,MK Lomror,Sunrisers Hyderabad,66,60,1.0,3
2388,MK Pandey,Chennai Super Kings,376,356,1.0,18
2389,MK Pandey,Deccan Chargers,212,177,1.0,7
2390,MK Pandey,Delhi Capitals,125,122,1.0,5
2391,MK Pandey,Delhi Daredevils,332,268,1.0,7
2392,MK Pandey,Gujarat Lions,25,26,0.0,3
2393,MK Pandey,Gujarat Titans,7,11,0.0,2
2394,MK Pandey,Kings XI Punjab,537,460,1.0,16
2395,MK Pandey,Kolkata Knight Riders,277,243,1.0,10
2396,MK Pandey,Mumbai Indians,797,628,1.0,22
2397,MK Pandey,Punjab Kings,13,26,0.0,2
2398,MK Pandey,Rajasthan Royals,383,289,1.0,12
2399,MK Pandey,Rising Pune Supergiant,37,32,1.0,1
2400,MK Pandey,Rising Pune Supergiants,15,11,1.0,0
2401,MK Pandey,Royal Challengers Bangalore,391,350,1.0,16
2402,MK Pandey,Sunrisers Hyderabad,351,303,1.0,11
2403,MK Tiwary,Chennai Super Kings,173,160,1.0,9
2404,MK Tiwary,Deccan Chargers,102,89,1.0,3
2405,MK Tiwary,Delhi Daredevils,178,148,1.0,5
2406,MK Tiwary,Gujarat Lions,31,31,1.0,2
2407,MK Tiwary,Kings XI Punjab,262,239,1.0,5
2408,MK Tiwary,Kochi Tuskers Kerala,47,59,0.0,2
2409,MK Tiwary,Kolkata Knight Riders,83,82,1.0,6
2410,MK Tiwary,Mumbai Indians,308,254,1.0,8
2411,MK Tiwary,Pune Warriors,53,50,1.0,2
2412,MK Tiwary,Rajasthan Royals,206,178,1.0,6
2413,MK Tiwary,Royal Challengers Bangalore,202,168,1.0,7
2414,MK Tiwary,Sunrisers Hyderabad,50,31,1.0,2
2415,ML Hayden,Deccan Chargers,136,104,1.0,5
2416,ML Hayden,Delhi Daredevils,181,99,1.0,4
2417,ML Hayden,Kings XI Punjab,152,109,1.0,5
2418,ML Hayden,Kolkata Knight Riders,71,60,1.0,2
2419,ML Hayden,Mumbai Indians,257,222,1.0,4
2420,ML Hayden,Rajasthan Royals,102,83,1.0,4
2421,ML Hayden,Royal Challengers Bangalore,208,162,1.0,4
2422,MM Ali,Chennai Super Kings,36,27,1.0,3
2423,MM Ali,Delhi Capitals,116,94,1.0,7
2424,MM Ali,Delhi Daredevils,1,3,0.0,1
2425,MM Ali,Gujarat Titans,110,84,1.0,5
2426,MM Ali,Kings XI Punjab,4,5,0.0,1
2427,MM Ali,Kolkata Knight Riders,161,96,1.0,4
2428,MM Ali,Lucknow Super Giants,84,55,1.0,3
2429,MM Ali,Mumbai Indians,121,81,1.0,4
2430,MM Ali,Punjab Kings,88,78,1.0,6
2431,MM Ali,Rajasthan Royals,204,161,1.0,8
2432,MM Ali,Royal Challengers Bangalore,79,64,1.0,3
2433,MM Ali,Sunrisers Hyderabad,163,117,1.0,6
2434,MM Patel,Chennai Super Kings,0,1,0.0,1
2435,MM Patel,Deccan Chargers,5,7,0.0,1
2436,MM Patel,Delhi Daredevils,24,15,1.0,0
2437,MM Patel,Kings XI Punjab,0,1,0.0,1
2438,MM Patel,Kolkata Knight Riders,9,9,1.0,0
2439,MM Patel,Mumbai Indians,0,1,0.0,0
2440,MM Patel,Pune Warriors,1,2,0.0,0
2441,MM Patel,Royal Challengers Bangalore,0,4,0.0,1
2442,MM Patel,Sunrisers Hyderabad,0,1,0.0,1
2443,MM Sharma,Chennai Super Kings,2,3,0.0,0
2444,MM Sharma,Delhi Capitals,2,15,0.0,1
2445,MM Sharma,Delhi Daredevils,30,24,1.0,2
2446,MM Sharma,Gujarat Lions,5,5,1.0,1
2447,MM Sharma,Kings XI Punjab,1,3,0.0,0
2448,MM Sharma,Kolkata Knight Riders,16,16,1.0,3
2449,MM Sharma,Lucknow Super Giants,1,2,0.0,0
2450,MM Sharma,Mumbai Indians,24,18,1.0,2
2451,MM Sharma,Rising Pune Supergiant,6,12,0.0,1
2452,MM Sharma,Royal Challengers Bangalore,26,30,0.0,4
2453,MM Sharma,Royal Challengers Bengaluru,0,1,0.0,1
2454,MM Sharma,Sunrisers Hyderabad,12,11,1.0,2
2455,MN Samuels,Chennai Super Kings,34,39,0.0,2
2456,MN Samuels,Deccan Chargers,4,9,0.0,1
2457,MN Samuels,Gujarat Lions,1,4,0.0,0
2458,MN Samuels,Kings XI Punjab,51,61,0.0,3
2459,MN Samuels,Mumbai Indians,5,9,0.0,2
2460,MN Samuels,Rising Pune Supergiant,27,22,1.0,1
2461,MN Samuels,Royal Challengers Bangalore,34,21,1.0,1
2462,MN Samuels,Sunrisers Hyderabad,5,9,0.0,1
2463,MN van Wyk,Delhi Daredevils,74,51,1.0,2
2464,MN van Wyk,Kings XI Punjab,18,12,1.0,0
2465,MN van Wyk,Mumbai Indians,32,37,0.0,1
2466,MN van Wyk,Royal Challengers Bangalore,43,35,1.0,0
2467,Mohammad Ashraful,Delhi Daredevils,2,12,0.0,1
2468,Mohammad Asif,Mumbai Indians,0,1,0.0,1
2469,Mohammad Asif,Rajasthan Royals,3,5,0.0,1
2470,Mohammad Hafeez,Chennai Super Kings,22,30,0.0,2
2471,Mohammad Hafeez,Deccan Chargers,13,13,1.0,1
2472,Mohammad Hafeez,Kings XI Punjab,13,12,1.0,1
2473,Mohammad Hafeez,Mumbai Indians,7,18,0.0,2
2474,Mohammad Hafeez,Rajasthan Royals,4,8,0.0,1
2475,Mohammad Hafeez,Royal Challengers Bangalore,5,3,1.0,0
2476,Mohammad Nabi,Chennai Super Kings,4,7,0.0,0
2477,Mohammad Nabi,Delhi Capitals,44,26,1.0,2
2478,Mohammad Nabi,Kings XI Punjab,38,25,1.0,3
2479,Mohammad Nabi,Kolkata Knight Riders,25,21,1.0,1
2480,Mohammad Nabi,Lucknow Super Giants,1,2,0.0,1
2481,Mohammad Nabi,Mumbai Indians,65,50,1.0,5
2482,Mohammad Nabi,Punjab Kings,0,1,0.0,1
2483,Mohammad Nabi,Rajasthan Royals,40,22,1.0,2
2484,Mohammad Nabi,Royal Challengers Bangalore,4,3,1.0,1
2485,Mohammed Shami,Chennai Super Kings,15,23,0.0,2
2486,Mohammed Shami,Delhi Capitals,1,2,0.0,1
2487,Mohammed Shami,Gujarat Lions,4,2,2.0,0
2488,Mohammed Shami,Gujarat Titans,6,2,3.0,0
2489,Mohammed Shami,Kings XI Punjab,3,7,0.0,2
2490,Mohammed Shami,Kolkata Knight Riders,10,15,0.0,1
2491,Mohammed Shami,Lucknow Super Giants,1,3,0.0,1
2492,Mohammed Shami,Mumbai Indians,9,6,1.0,1
2493,Mohammed Shami,Rajasthan Royals,5,10,0.0,1
2494,Mohammed Shami,Rising Pune Supergiant,2,4,0.0,1
2495,Mohammed Shami,Rising Pune Supergiants,2,3,0.0,0
2496,Mohammed Shami,Royal Challengers Bangalore,22,10,2.0,1
2497,Mohammed Shami,Sunrisers Hyderabad,4,6,0.0,3
2498,Mohammed Siraj,Chennai Super Kings,29,33,0.0,1
2499,Mohammed Siraj,Delhi Capitals,6,9,0.0,2
2500,Mohammed Siraj,Kolkata Knight Riders,8,10,0.0,1
2501,Mohammed Siraj,Lucknow Super Giants,12,10,1.0,2
2502,Mohammed Siraj,Mumbai Indians,8,4,2.0,0
2503,Mohammed Siraj,Punjab Kings,9,14,0.0,0
2504,Mohammed Siraj,Rajasthan Royals,20,19,1.0,2
2505,Mohammed Siraj,Sunrisers Hyderabad,17,23,0.0,1
2506,Mohit Rathee,Sunrisers Hyderabad,1,2,0.0,0
2507,Mohsin Khan,Gujarat Titans,1,3,0.0,1
2508,Mohsin Khan,Mumbai Indians,0,7,0.0,1
2509,Mohsin Khan,Punjab Kings,15,7,2.0,0
2510,Mohsin Khan,Rajasthan Royals,9,10,0.0,0
2511,MP Stoinis,Chennai Super Kings,220,143,1.0,6
2512,MP Stoinis,Delhi Capitals,89,87,1.0,4
2513,MP Stoinis,Delhi Daredevils,74,59,1.0,1
2514,MP Stoinis,Gujarat Lions,67,51,1.0,3
2515,MP Stoinis,Gujarat Titans,84,71,1.0,4
2516,MP Stoinis,Kings XI Punjab,136,84,1.0,2
2517,MP Stoinis,Kolkata Knight Riders,159,119,1.0,9
2518,MP Stoinis,Mumbai Indians,340,246,1.0,12
2519,MP Stoinis,Punjab Kings,134,80,1.0,4
2520,MP Stoinis,Rajasthan Royals,212,185,1.0,10
2521,MP Stoinis,Royal Challengers Bangalore,243,165,1.0,7
2522,MP Stoinis,Royal Challengers Bengaluru,32,19,1.0,2
2523,MP Stoinis,Sunrisers Hyderabad,143,102,1.0,5
2524,MR Marsh,Chennai Super Kings,91,83,1.0,5
2525,MR Marsh,Deccan Chargers,37,28,1.0,1
2526,MR Marsh,Delhi Capitals,117,74,1.0,2
2527,MR Marsh,Delhi Daredevils,13,19,0.0,1
2528,MR Marsh,Gujarat Lions,7,11,0.0,1
2529,MR Marsh,Gujarat Titans,4,4,1.0,1
2530,MR Marsh,Kings XI Punjab,32,27,1.0,2
2531,MR Marsh,Kolkata Knight Riders,101,78,1.0,5
2532,MR Marsh,Lucknow Super Giants,37,21,1.0,2
2533,MR Marsh,Mumbai Indians,98,60,1.0,3
2534,MR Marsh,Punjab Kings,86,68,1.0,4
2535,MR Marsh,Rajasthan Royals,151,104,1.0,3
2536,MR Marsh,Royal Challengers Bangalore,64,70,0.0,4
2537,MR Marsh,Sunrisers Hyderabad,171,111,1.0,5
2538,MS Bhandage,Punjab Kings,1,4,0.0,1
2539,MS Bisla,Chennai Super Kings,232,168,1.0,5
2540,MS Bisla,Deccan Chargers,29,42,0.0,2
2541,MS Bisla,Delhi Daredevils,10,23,0.0,3
2542,MS Bisla,Kings XI Punjab,89,88,1.0,3
2543,MS Bisla,Kochi Tuskers Kerala,16,14,1.0,1
2544,MS Bisla,Kolkata Knight Riders,40,41,0.0,2
2545,MS Bisla,Mumbai Indians,49,47,1.0,4
2546,MS Bisla,Pune Warriors,13,19,0.0,2
2547,MS Bisla,Rajasthan Royals,127,133,0.0,7
2548,MS Bisla,Royal Challengers Bangalore,150,119,1.0,5
2549,MS Bisla,Sunrisers Hyderabad,43,43,1.0,2
2550,MS Dhoni,Deccan Chargers,281,258,1.0,9
2551,MS Dhoni,Delhi Capitals,252,193,1.0,6
2552,MS Dhoni,Delhi Daredevils,487,351,1.0,15
2553,MS Dhoni,Gujarat Lions,83,73,1.0,2
2554,MS Dhoni,Gujarat Titans,48,31,1.0,3
2555,MS Dhoni,Kings XI Punjab,595,398,1.0,10
2556,MS Dhoni,Kochi Tuskers Kerala,23,19,1.0,1
2557,MS Dhoni,Kolkata Knight Riders,557,439,1.0,13
2558,MS Dhoni,Lucknow Super Giants,86,35,2.0,1
2559,MS Dhoni,Mumbai Indians,772,620,1.0,20
2560,MS Dhoni,Pune Warriors,135,90,1.0,3
2561,MS Dhoni,Punjab Kings,101,84,1.0,6
2562,MS Dhoni,Rajasthan Royals,569,454,1.0,14
2563,MS Dhoni,Royal Challengers Bangalore,839,617,1.0,21
2564,MS Dhoni,Royal Challengers Bengaluru,55,30,1.0,1
2565,MS Dhoni,Sunrisers Hyderabad,500,359,1.0,11
2566,MS Gony,Chennai Super Kings,4,9,0.0,1
2567,MS Gony,Deccan Chargers,15,6,2.0,0
2568,MS Gony,Delhi Daredevils,19,8,2.0,1
2569,MS Gony,Kings XI Punjab,9,13,0.0,3
2570,MS Gony,Kochi Tuskers Kerala,0,1,0.0,0
2571,MS Gony,Kolkata Knight Riders,42,19,2.0,1
2572,MS Gony,Mumbai Indians,0,3,0.0,1
2573,MS Gony,Rajasthan Royals,6,12,0.0,1
2574,MS Gony,Royal Challengers Bangalore,4,5,0.0,1
2575,MS Wade,Chennai Super Kings,20,16,1.0,1
2576,MS Wade,Delhi Capitals,1,2,0.0,1
2577,MS Wade,Lucknow Super Giants,40,37,1.0,2
2578,MS Wade,Pune Warriors,14,24,0.0,2
2579,MS Wade,Punjab Kings,6,7,0.0,1
2580,MS Wade,Rajasthan Royals,59,56,1.0,3
2581,MS Wade,Royal Challengers Bangalore,24,22,1.0,2
2582,MS Wade,Sunrisers Hyderabad,19,21,0.0,1
2583,Mujeeb Ur Rahman,Mumbai Indians,1,1,1.0,0
2584,Mujeeb Ur Rahman,Rajasthan Royals,0,1,0.0,0
2585,Mujeeb Ur Rahman,Royal Challengers Bangalore,0,2,0.0,1
2586,Mujeeb Ur Rahman,Sunrisers Hyderabad,11,11,1.0,2
2587,Mukesh Choudhary,Mumbai Indians,4,4,1.0,0
2588,Mukesh Choudhary,Punjab Kings,2,2,1.0,0
2589,Mukesh Kumar,Lucknow Super Giants,0,1,0.0,0
2590,Mukesh Kumar,Punjab Kings,6,8,0.0,0
2591,Mukesh Kumar,Rajasthan Royals,1,1,1.0,0
2592,Mukesh Kumar,Royal Challengers Bengaluru,3,8,0.0,1
2593,Mukesh Kumar,Sunrisers Hyderabad,0,2,0.0,0
2594,Mustafizur Rahman,Chennai Super Kings,0,4,0.0,0
2595,Mustafizur Rahman,Gujarat Titans,3,5,0.0,0
2596,Mustafizur Rahman,Kolkata Knight Riders,0,3,0.0,0
2597,Mustafizur Rahman,Mumbai Indians,9,8,1.0,0
2598,Mustafizur Rahman,Sunrisers Hyderabad,1,3,0.0,1
2599,MV Boucher,Chennai Super Kings,37,33,1.0,3
2600,MV Boucher,Deccan Chargers,21,20,1.0,2
2601,MV Boucher,Delhi Daredevils,79,58,1.0,2
2602,MV Boucher,Kings XI Punjab,41,37,1.0,2
2603,MV Boucher,Kochi Tuskers Kerala,5,4,1.0,1
2604,MV Boucher,Kolkata Knight Riders,95,74,1.0,1
2605,MV Boucher,Mumbai Indians,105,72,1.0,1
2606,MV Boucher,Rajasthan Royals,10,18,0.0,2
2607,MV Boucher,Royal Challengers Bangalore,1,2,0.0,0
2608,MW Short,Gujarat Titans,36,27,1.0,1
2609,MW Short,Lucknow Super Giants,34,22,1.0,1
2610,MW Short,Mumbai Indians,38,38,1.0,2
2611,MW Short,Royal Challengers Bangalore,8,7,1.0,1
2612,MW Short,Sunrisers Hyderabad,1,5,0.0,1
2613,N Jagadeesan,Chennai Super Kings,1,3,0.0,1
2614,N Jagadeesan,Gujarat Titans,64,60,1.0,2
2615,N Jagadeesan,Mumbai Indians,0,7,0.0,2
2616,N Jagadeesan,Rajasthan Royals,1,4,0.0,1
2617,N Jagadeesan,Royal Challengers Bangalore,60,60,1.0,2
2618,N Jagadeesan,Sunrisers Hyderabad,36,21,1.0,1
2619,N Pooran,Chennai Super Kings,257,172,1.0,8
2620,N Pooran,Delhi Capitals,305,165,1.0,10
2621,N Pooran,Gujarat Titans,134,93,1.0,4
2622,N Pooran,Kolkata Knight Riders,304,197,1.0,8
2623,N Pooran,Lucknow Super Giants,34,26,1.0,1
2624,N Pooran,Mumbai Indians,217,135,1.0,8
2625,N Pooran,Punjab Kings,171,117,1.0,5
2626,N Pooran,Rajasthan Royals,211,154,1.0,8
2627,N Pooran,Royal Challengers Bangalore,162,100,1.0,7
2628,N Pooran,Royal Challengers Bengaluru,40,22,1.0,0
2629,N Pooran,Sunrisers Hyderabad,311,157,1.0,4
2630,N Rana,Chennai Super Kings,365,274,1.0,10
2631,N Rana,Delhi Capitals,357,250,1.0,10
2632,N Rana,Delhi Daredevils,75,52,1.0,3
2633,N Rana,Gujarat Lions,142,96,1.0,3
2634,N Rana,Gujarat Titans,52,43,1.0,4
2635,N Rana,Kings XI Punjab,178,127,1.0,6
2636,N Rana,Kolkata Knight Riders,58,39,1.0,2
2637,N Rana,Lucknow Super Giants,60,51,1.0,4
2638,N Rana,Mumbai Indians,258,204,1.0,10
2639,N Rana,Punjab Kings,118,86,1.0,6
2640,N Rana,Rajasthan Royals,224,194,1.0,9
2641,N Rana,Rising Pune Supergiant,37,38,0.0,2
2642,N Rana,Royal Challengers Bangalore,327,246,1.0,13
2643,N Rana,Royal Challengers Bengaluru,32,23,1.0,1
2644,N Rana,Sunrisers Hyderabad,557,417,1.0,17
2645,N Saini,Chennai Super Kings,7,8,0.0,2
2646,N Saini,Deccan Chargers,5,15,0.0,2
2647,N Saini,Delhi Daredevils,15,15,1.0,1
2648,N Saini,Mumbai Indians,47,47,1.0,2
2649,N Saini,Rajasthan Royals,2,10,0.0,1
2650,N Saini,Royal Challengers Bangalore,64,48,1.0,2
2651,N Wadhera,Chennai Super Kings,73,58,1.0,2
2652,N Wadhera,Delhi Capitals,4,2,2.0,1
2653,N Wadhera,Gujarat Titans,59,31,1.0,3
2654,N Wadhera,Kolkata Knight Riders,25,31,0.0,4
2655,N Wadhera,Lucknow Super Giants,129,105,1.0,4
2656,N Wadhera,Punjab Kings,0,1,0.0,1
2657,N Wadhera,Rajasthan Royals,111,67,1.0,2
2658,N Wadhera,Royal Challengers Bangalore,73,50,1.0,1
2659,N Wadhera,Royal Challengers Bengaluru,38,26,1.0,0
2660,N Wadhera,Sunrisers Hyderabad,27,22,1.0,1
2661,NA Saini,Chennai Super Kings,4,8,0.0,2
2662,NA Saini,Delhi Capitals,12,12,1.0,0
2663,NA Saini,Kings XI Punjab,6,7,0.0,1
2664,NA Saini,Rajasthan Royals,0,1,0.0,0
2665,NA Saini,Sunrisers Hyderabad,9,8,1.0,0
2666,Naman Dhir,Chennai Super Kings,17,12,1.0,1
2667,Naman Dhir,Delhi Capitals,38,17,2.0,0
2668,Naman Dhir,Gujarat Titans,38,24,1.0,1
2669,Naman Dhir,Kolkata Knight Riders,28,17,1.0,2
2670,Naman Dhir,Lucknow Super Giants,108,54,2.0,1
2671,Naman Dhir,Rajasthan Royals,0,1,0.0,1
2672,Naman Dhir,Royal Challengers Bengaluru,11,6,1.0,1
